siteID,site_group,site_num,Fluoride,Chloride,Nitrite,Bromide,NitrateN,PhosphateP,Sulfate,NH4N
DV_97,DV,97,0.5206,24.76,0.0885,0.8333,1.7011,0.2993,144,
DV_98,DV,98,0.5165,16.39,0.1306,0.7731,1.828,0.5449,94.67,
DV_99,DV,99,0.6363,14.01,0,0.8067,1.8024,0.5241,61.29,
DV_100,DV,100,0.5172,19.39,0,0.8099,1.4743,0.46,108.56,
DV_101,DV,101,0.6127,18.08,0,0.7883,1.8704,0.494,67.98,
DV_102,DV,102,0.1768,1.284,0,0,0.3512,0,4.2534,
DV_103,DV,103,0.5408,10.789,0,0.5062,0.9777,0.4252,32.591,
DV_104,DV,104,0.5429,11.218,0.6482,0.4257,0.6844,0,31.9508,
DV_105,DV,105,0.5863,11.538,0,0.4058,1.2532,0.3687,32.9863,
DV_106,DV,106,0.5063,11.854,0,0.3481,0.8515,0,22.2794,
DV_107,DV,107,0.2959,7.109,1.5193,0.6623,0.5051,0.2819,51.4321,
DV_108,DV,108,0.2551,7.348,0,0.9601,0,0.293,51.8389,
DV_109,DV,109,0.2719,6.096,0,0.0494,0.2086,0,51.8484,
DV_110,DV,110,0.3052,7.432,0,0.747,0.5818,0,50.8969,
DV_111,DV,111,0.228,5.876,0.848,0.0321,0,0,51.4725,
Hr_1,Hr,1,.,11.67,.,0.05,0.01,0.12,36.72,0.39
Hr_2,Hr,2,.,10.18,.,0.05,0.03,0.04,49.17,0.01
Hr_3,Hr,3,.,.,.,.,.,.,.,.
Hr_4,Hr,4,.,6.96,.,0.05,0.01,0.09,40.43,0.21
Hr_5,Hr,5,.,10.98,.,0.04,0.11,0.03,40.67,0.01
Hr_6,Hr,6,.,23.35,.,0.06,0.01,0.21,58.3,1.26
Hr_7,Hr,7,.,16.13,.,0,0.01,0.09,48.43,0.11
Hr_8,Hr,8,.,11.4,.,0.06,0.02,0.11,38.86,0.33
Hr_9,Hr,9,.,13.55,.,0.05,0.03,0.02,50.23,0.06
Hr_10,Hr,10,.,.,.,.,.,.,.,.
Hr_11,Hr,11,.,10.66,.,0.05,0.02,0.1,44.97,0.21
Hr_12,Hr,12,.,10.33,.,0.04,0.13,0.04,39.09,0.03
Hr_13,Hr,13,.,11.25,.,0.06,0.01,0.2,45.5,0.92
Hr_14,Hr,14,.,13.81,.,0.04,0.03,0.08,43,0.11
Hr_15,Hr,15,.,12.71,.,0.06,0.01,0.09,36.73,0.35
Hr_16,Hr,16,.,6.97,.,0,0.04,0.02,19.42,0.04
Hr_17,Hr,17,.,.,.,.,.,.,.,.
Hr_18,Hr,18,.,12.75,.,0.07,0.02,0.1,42.22,0.2
Hr_19,Hr,19,.,6.83,.,0.02,0.16,0.04,42.78,0.04
Hr_20,Hr,20,.,12.85,.,0.05,0.01,0.2,40.86,0.99
Hr_21,Hr,21,.,14.53,.,0.07,0.02,0.06,43.62,0.11
Hr_22,Hr,22,.,8.36,.,0.05,0.03,0.12,34.08,0.16
Hr_23,Hr,23,.,13.68,.,0.06,0.1,0.04,74.4,0
Hr_24,Hr,24,.,9.6,.,0.04,0.01,0.23,57.39,0.17
Hr_25,Hr,25,.,8.99,.,0.07,0.01,0.06,73.99,0.19
Hr_26,Hr,26,.,11.58,.,0.04,0.26,0.06,56.32,0.01
Hr_27,Hr,27,.,21.56,.,0.08,0.01,0.16,82.11,1.1
Hr_28,Hr,28,.,17.21,.,0.08,0.01,0.1,82.67,0.1
Hr_29,Hr,29,.,11.7,.,0.07,0,0.13,80.18,0.34
Hr_30,Hr,30,.,14.16,.,0.06,0.04,0.04,61.07,0
Hr_31,Hr,31,.,10.9,.,0.06,0.01,0.14,60.95,0.21
Hr_32,Hr,32,.,15.05,.,0.08,0.01,0.11,101.84,0.27
Hr_33,Hr,33,.,7.79,.,0.03,0.1,0.02,32.82,0.02
Hr_34,Hr,34,.,8.5,.,0.07,0.01,0.25,41.34,0.9
Hr_35,Hr,35,.,21.26,.,0.11,0.01,0.1,90.81,0.2
Hr_36,Hr,36,.,11.77,.,0.07,0.02,0.1,34.04,0.32
Hr_37,Hr,37,.,16.41,.,0.07,0.04,0.03,55.38,0.03
Hr_38,Hr,38,.,12.47,.,0.06,0.02,0.1,40.93,0.17
Hr_39,Hr,39,.,10.22,.,0.06,0.01,0.07,41.76,0.2
Hr_40,Hr,40,.,14.54,.,0.06,0.12,0.05,42.21,0.05
Hr_41,Hr,41,.,10.21,.,0.07,0.01,0.18,43.7,0.7
Hr_42,Hr,42,.,16.03,.,0.08,0.02,0.06,64.13,0.18
Hr_43,Hr,43,.,13.31,.,0.06,0.06,0.18,60.48,0.14
Hr_44,Hr,44,.,10.35,.,0.07,0.05,0.03,54.65,0
Hr_45,Hr,45,.,23.93,.,0.01,0.01,0.1,59.34,0.17
Hr_46,Hr,46,.,7.31,.,0.05,0.03,0.14,43.54,0.04
Hr_47,Hr,47,.,12.79,.,0.06,0.14,0.01,50.15,0
Hr_48,Hr,48,.,15.76,.,0.08,0.06,0.22,49.6,0.64
Hr_49,Hr,49,.,6.91,.,0.05,0.02,0.05,42.8,0.08
Hr_50,Hr,50,.,4.99,.,0.03,0.02,0.09,40.39,0.35
Hr_51,Hr,51,.,5.7,.,0.03,0.07,0.04,38.51,0.01
Hr_52,Hr,52,.,4.78,.,0.05,0.04,0.08,34.4,0.04
Hr_53,Hr,53,.,8.38,.,0.1,0.05,0.07,36.84,0.15
Hr_54,Hr,54,.,5.63,.,0.03,0.2,0.02,34.77,0.02
Hr_55,Hr,55,.,3.5,.,0.03,0.05,0.17,30.07,0.54
Hr_56,Hr,56,.,13.18,.,0.05,0.03,0.07,44.99,0.01
Hr_57,Hr,57,.,5.86,.,0.04,0.05,0.13,36.29,0.28
Hr_58,Hr,58,.,7.89,.,0.05,0.04,0.03,43.66,0
Hr_59,Hr,59,.,8.37,.,0.04,0.07,0.05,43.55,0.05
Hr_60,Hr,60,.,5.63,.,0.02,0.04,0.08,44.36,0.19
Hr_61,Hr,61,.,11.26,.,0.05,0.18,0.03,44.84,0
Hr_62,Hr,62,.,6.56,.,0.03,0.06,0.15,37.63,0.87
Hr_63,Hr,63,.,7.54,.,0.03,0.02,0.05,42.26,0.04
Hr_64,Hr,64,.,.,.,.,.,.,.,.
Hr_65,Hr,65,.,10.64,.,0.05,0.07,0.03,43.29,0.02
Hr_66,Hr,66,.,9.49,.,0.03,0.19,0.04,37.65,0.02
Hr_67,Hr,67,.,3.43,.,0,0.09,0.01,29.46,0.04
Hr_68,Hr,68,.,3.46,.,0.01,0.1,0.01,29.47,0.04
Hr_69,Hr,69,.,3.53,.,0.01,0.07,0.01,29.72,0.05
Hr_70,Hr,70,.,8.81,.,0.01,0.04,0.04,94.19,0.03
Hr_71,Hr,71,.,10.73,.,0.03,0.04,0.09,38.84,0.23
Hr_72,Hr,72,.,7.98,.,0,0.06,0.03,42.09,0.02
Hr_73,Hr,73,.,7.73,.,0.03,0.03,0.05,60.56,0.02
Hr_74,Hr,74,.,13.06,.,0.04,0.04,0.07,41.41,0.19
Hr_75,Hr,75,.,5.09,.,n.a.,0.15,0.02,47,0.02
Hr_76,Hr,76,.,9.18,.,0.03,0.06,0.1,33.53,0.66
Hr_77,Hr,77,.,3.66,.,0.02,0.05,0.03,26.24,0.03
Hr_78,Hr,78,.,11.87,.,0.03,0.05,0.06,44.3,0.24
Hr_79,Hr,79,.,6.9,.,0.04,0.05,0.02,47.58,0.02
Hr_80,Hr,80,.,4.74,.,0.02,0.07,0.03,53.09,0.01
Hr_81,Hr,81,.,5.39,.,0.03,0.04,0.12,36.4,0.15
Hr_82,Hr,82,.,6.37,.,0.02,0.18,0.03,50.72,0.07
Hr_83,Hr,83,.,8.57,.,0.04,0.07,0.1,38.76,0.56
Hr_84,Hr,84,.,4.73,.,0.02,0.03,0.05,53.28,0.03
Hr_85,Hr,85,.,16.39,.,0.56,1.04,0,51.57,.
Hr_86,Hr,86,.,11.02,.,0.67,0.85,0,51.75,.
Hr_87,Hr,87,.,10.87,.,0.67,0.72,0,42.3,.
Hr_88,Hr,88,.,11.96,.,0.41,0.44,0,50.24,.
Hr_89,Hr,89,.,11.06,.,0.4,0.8,0,44.61,.
Hr_90,Hr,90,.,9.53,.,0.42,0.63,0,43.22,.
Hr_91,Hr,91,.,11.7,.,0.4,0.42,0,49.45,.
Hr_92,Hr,92,.,4.98,.,0,0.33,0,41.52,.
Hr_93,Hr,93,.,7.21,.,0,0.35,0,48.43,.
Hr_94,Hr,94,.,5.3,.,0.51,0.4,0,38.81,.
Hr_95,Hr,95,.,5.42,.,0.65,0.45,0,44.71,.
Hr_96,Hr,96,.,5.78,.,0.39,0.46,0,41.17,.
Hr_97,Hr,97,.,4.82,.,0.38,0.31,0,41.73,.
Hr_98,Hr,98,.,5.36,.,0.51,0.39,0,46.96,.
Hr_99,Hr,99,0.5657,10.24,.,0,0,0,52.93,.
Hr_100,Hr,100,0.7071,9.88,.,0.46,0,0,50.18,.
Hr_101,Hr,101,0.5677,13.3,.,0.35,0,0,58.36,.
Hr_102,Hr,102,0.6934,12.79,.,0.44,0,0,56.08,.
Hr_103,Hr,103,0.647,9.15,.,0.35,0,0,54.48,.
Hr_104,Hr,104,0.7439,9.75,.,0,0.19,0,48.27,.
Hr_105,Hr,105,0.7733,9.94,.,0.57,0.39,0,55.13,.
Hr_106,Hr,106,0.7935,9.184,0,0,0,0,62.86,
Hr_107,Hr,107,0.801,9.874,0,0,0.1003,0,64.95,
Hr_108,Hr,108,0.7689,8.41,0,0,2.9005,0.2746,53.78,
Hr_109,Hr,109,0.8109,9.032,0,0,0.2751,0,60.6692,
Hr_110,Hr,110,0.8487,10.661,0.4585,0.1778,1.2389,0,53.358,
Hr_111,Hr,111,0.7573,10.184,0,0,0.5039,0,69.1856,
Hr_112,Hr,112,0.5255,2.878,0,0,0,0,16.45,
Hr_113,Hr,113,0.9494,19.323,0,0.4711,0.9616,0,90.4814,
Hr_114,Hr,114,0.8341,13.329,0,0.2445,0.7662,0,56.8529,
Hr_115,Hr,115,1.0598,15.903,0,0.5477,2.0651,0,47.1475,
Hr_116,Hr,116,0.8015,12.83,0,0,0.6165,0,48.691,
Hr_117,Hr,117,1.0193,9.951,0,0.3767,1.4458,0,35.414,
Hr_118,Hr,118,0.8689,16.164,0,0.1807,1.1639,0,46.5664,
Hr_119,Hr,119,0.9004,15.768,0,0.4337,1.2778,0,51.9092,
Hr_120,Hr,120,0.6963,6.5415,0,0,0.0749,0.1267,42.7342,
Hr_121,Hr,121,0.3605,10.5422,0,0.0818,0.2505,0,54.0956,
Hr_122,Hr,122,0.3634,7.9976,0,0,0.0593,0.2025,47.3539,
Hr_123,Hr,123,0.5722,8.0828,0,0,0.3058,0,48.6123,
Hr_124,Hr,124,0.6436,29.9268,0.397,0.0456,12.3274,1.4464,118.8306,
Hr_125,Hr,125,0.3308,5.8699,0,0,0.2206,0,44.5183,
Hr_126,Hr,126,0.6471,8.9648,0,0.4473,0.9575,0.8092,32.155,
Hr_127,Hr,127,0.7024,8.644,0.2223,0.8729,1.5734,0.6452,56.4585,
Hr_128,Hr,128,0.793,20.124,0.2433,0.9421,1.5431,0.454,131.3759,
Hr_129,Hr,129,0.6944,19.053,0.2184,0.857,1.4511,0.4211,116.3676,
Hr_130,Hr,130,0.6903,8.645,0,0.9576,1.4561,0.6218,56.5267,
Hr_131,Hr,131,0.8169,16.727,0,0.8425,2.0577,0.4155,69.6156,
Hr_132,Hr,132,0.6974,11.776,0,0.8568,1.3793,0.4563,65.5234,
Hr_133,Hr,133,0.9191,7.675,0,0.9129,1.4541,0.7024,57.7795,
Hr_134,Hr,134,0.9534,11.908,1.3675,0.1381,1.577,0,39.3041,
Hr_135,Hr,135,0.8869,14.647,0,0.1422,1.4418,0,62.5723,
Hr_136,Hr,136,0.8564,11.647,1.2359,0.1246,2.0626,0,34.3095,
Hr_137,Hr,137,0.7639,13.441,0,0.2147,0,0.3721,45.6944,
Hr_138,Hr,138,0.8776,11.057,0,0.0621,1.6542,0,32.1065,
Hr_139,Hr,139,1.2811,12.362,1.3933,0.8346,3.5605,0.897,36.5007,
Hr_140,Hr,140,0.3919,12.192,0,0.3726,0.3651,0.3978,46.9591,
Hr_141,Hr,141,.,.,.,.,.,.,.,
Hr_142,Hr,142,0.3986,8.941,0,0.9103,0,0,54.6685,
Hr_143,Hr,143,0.2444,6.005,0,0.0398,0,0,46.9936,
Hr_144,Hr,144,.,.,.,.,.,.,.,
Hr_145,Hr,145,0.2714,6.855,1.3663,0.6141,0.3973,0,56.6249,
Hr_146,Hr,146,0.3162,7.43,0,0.1622,0,0.7507,53.0183,
Hr_147,Hr,147,0.5149,5.809,0,1.1717,0.3908,1.5172,34.9593,
HS_1,HS,1,.,10.32,.,0.05,0.09,0.05,47.35,0.01
HS_2,HS,2,.,11.56,.,0.05,0.05,0.02,52.11,0.03
HS_3,HS,3,.,9.56,.,0.05,0.01,0.04,46.35,0.02
HS_4,HS,4,.,8.99,.,0.07,0.02,0.05,22.53,0.01
HS_5,HS,5,.,11.24,.,0.02,0.04,0.02,43.37,0.03
HS_6,HS,6,.,10.59,.,0.06,0.06,0.07,46.29,0.01
HS_7,HS,7,.,11.3,.,0.05,0.02,0.02,37.2,0.04
HS_8,HS,8,.,12.5,.,0.06,0.13,0.03,43.03,0
HS_9,HS,9,.,12.18,.,0.04,0.04,0.04,50.76,0.03
HS_10,HS,10,.,11.1,.,0.04,0.07,0.04,42.34,0
HS_11,HS,11,.,11.55,.,0.05,0.03,0.04,43.27,0.02
HS_12,HS,12,.,17.77,.,0.06,0.06,0.02,42.51,0.01
HS_13,HS,13,.,12.12,.,0.05,0.11,0.02,42.86,0
HS_14,HS,14,.,13.21,.,0.04,0.05,0.03,44.82,0.04
HS_15,HS,15,.,6.84,.,0.04,0.04,0.03,38.65,0
HS_16,HS,16,.,10.66,.,0.03,0.05,0.02,50.57,0.05
HS_17,HS,17,.,8.76,.,0.06,0.05,0.03,37.33,0
HS_18,HS,18,.,7.43,.,0.07,0.04,0.05,38.61,0.01
HS_19,HS,19,.,8.45,.,0.01,0.16,0.04,49.09,0.03
HS_20,HS,20,.,8.18,.,0.06,0.07,0.04,37.58,0.01
HS_21,HS,21,.,8.08,.,0.05,0.03,0.04,37.69,0.04
HS_22,HS,22,.,29.66,.,0.07,0.02,0.03,102.28,0
HS_23,HS,23,.,10.6,.,0.05,0.1,0.04,50.59,0.02
HS_24,HS,24,.,8.89,.,0.06,0.01,0.04,51.76,0
HS_25,HS,25,.,11.24,.,0.05,0.03,0.03,63.46,0
HS_26,HS,26,.,13.85,.,0.05,0.21,0,54.56,0.02
HS_27,HS,27,.,10.66,.,0.05,0.01,0.03,72.87,0
HS_28,HS,28,.,13.19,.,0.05,0.01,0.01,83.72,0.01
HS_29,HS,29,.,11.76,.,0.06,0.01,0.03,59.88,0.01
HS_30,HS,30,.,10.17,.,0.05,0.02,0.04,41.1,0.03
HS_31,HS,31,.,28.5,.,0.06,0.05,0.04,61.89,0.01
HS_32,HS,32,.,13.32,.,0.07,0.03,0.05,63.27,0.02
HS_33,HS,33,.,8.88,.,0.04,0.03,0.06,41.26,0.02
HS_34,HS,34,.,11.23,.,0.07,0.06,0.04,47.18,0.02
HS_35,HS,35,.,12.76,.,0.07,0.02,0.06,49.32,0.06
HS_36,HS,36,.,18.38,.,0.04,0.12,0.01,49.66,0
HS_37,HS,37,.,15.88,.,0.06,0.09,0.02,49.21,0
HS_38,HS,38,.,1.9,.,0.02,0.01,0,5.16,0.04
HS_39,HS,39,.,19.08,.,0.08,0.06,0.02,52.65,0.05
HS_40,HS,40,.,20.11,.,0.06,0.1,0.03,46.46,0.02
HS_41,HS,41,.,18.29,.,0.06,0.11,0.02,49.38,0
HS_42,HS,42,.,18.96,.,0.07,0.06,0.02,49.63,0.05
HS_43,HS,43,.,9.98,.,0.06,0.13,0.15,49.89,0.02
HS_44,HS,44,.,11.03,.,0.05,0,0.01,55.7,0.05
HS_45,HS,45,.,8.86,.,0.09,0.04,0.04,51.17,0
HS_46,HS,46,.,10.62,.,0.05,0.03,0.07,47.18,0
HS_47,HS,47,.,11.88,.,0.06,0.04,0.01,52.49,0.03
HS_48,HS,48,.,9.14,.,0.05,0.08,0.04,50.01,0
HS_49,HS,49,.,9.99,.,0.08,0.05,0.09,51.72,0
HS_50,HS,50,.,3.75,.,0.04,0.06,0.05,32.55,0.01
HS_51,HS,51,.,6.74,.,0.04,0,0.03,41.13,0
HS_52,HS,52,.,3.82,.,0.03,0.04,0.06,33.81,0.02
HS_53,HS,53,.,3.28,.,0.02,0.03,0.04,24.67,0.03
HS_54,HS,54,.,8.1,.,0.03,0.33,0.05,37.43,0.04
HS_55,HS,55,.,3.18,.,0.03,0.03,0.05,29.72,0.01
HS_56,HS,56,.,3.25,.,0.04,0.05,0.08,30.87,0.05
HS_57,HS,57,.,15.46,.,0.08,0.03,0.04,49.43,0
HS_58,HS,58,.,11.48,.,0.01,0.14,0.01,46.17,0
HS_59,HS,59,.,7.94,.,0.04,0.03,0.04,41.63,0.03
HS_60,HS,60,.,10.62,.,0.08,0.1,0.07,53.83,0
HS_61,HS,61,.,5.96,.,0.05,0.07,0.05,37.74,0
HS_62,HS,62,.,7.28,.,0.05,0.06,0.06,42.29,0
HS_63,HS,63,.,7.97,.,0.03,0.03,0.07,42.61,0
Lm_1,Lm,1,.,26.75,.,0.19,0.06,0.1,69.36,0.13
Lm_2,Lm,2,.,.,.,.,.,.,.,.
Lm_3,Lm,3,.,59.88,.,0.19,0.02,0.08,137.08,0.09
Lm_4,Lm,4,.,44.84,.,0.17,0.02,0.06,113.05,0.04
Lm_5,Lm,5,.,87.98,.,0.28,0.07,0.03,250.13,0.24
Lm_6,Lm,6,.,92.54,.,0.19,0.03,0.02,217.1,0.24
Lm_7,Lm,7,.,.,.,.,.,.,.,.
Lm_8,Lm,8,.,51.97,.,0.13,0.09,0.01,124.52,0.05
Lm_9,Lm,9,.,53.27,.,0.15,0.01,0.01,160.26,0.03
Lm_10,Lm,10,.,.,.,.,.,.,.,.
Lm_11,Lm,11,.,81.11,.,0.27,0.01,0,235.5,0.13
Lm_12,Lm,12,.,.,.,.,.,.,.,.
Lm_13,Lm,13,.,88.22,.,0.22,0.02,0.01,188.56,0.1
Lm_14,Lm,14,.,65.21,.,0.25,0.02,0.02,196.29,0.11
Lm_15,Lm,15,.,64.5,.,0.22,0.03,0.01,165.44,0.17
Lm_16,Lm,16,.,79.29,.,0.19,0.01,0,195.01,0
Lm_17,Lm,17,.,125.29,.,0.44,0.01,0,243.79,0.08
Lm_18,Lm,18,.,54.45,.,0.22,0.02,0,143.63,0.01
Lm_19,Lm,19,.,57.67,.,0.18,0.01,0.02,146.53,0
Lm_20,Lm,20,.,61.13,.,0.17,0.02,0,138.62,0.12
Lm_21,Lm,21,.,54.03,.,0.24,0.02,0,146.85,0.09
Lm_22,Lm,22,.,.,.,.,.,.,.,.
Lm_23,Lm,23,.,25.18,.,0.31,0.03,0.07,60.17,0.04
Lm_24,Lm,24,.,40.53,.,0.19,0.01,0,89.62,0.03
Lm_25,Lm,25,.,15.62,.,0.2,0.03,0,33.25,0.17
Lm_26,Lm,26,.,82.24,.,0.23,0.03,0,227.56,0.13
Lm_27,Lm,27,.,.,.,.,.,.,.,.
Lm_28,Lm,28,.,73.62,.,0.29,0.02,0,186.5,0.06
Lm_29,Lm,29,.,65.9,.,0.22,0.04,0,149.09,0.04
Lm_30,Lm,30,.,37.11,.,0.25,0.1,0,81.16,0.11
Lm_31,Lm,31,.,56.32,.,7.45,0.05,0.01,131.84,0.01
Lm_32,Lm,32,.,.,.,.,.,.,.,.
Lm_33,Lm,33,.,66.59,.,7.41,0.04,0,144.41,0.02
Lm_34,Lm,34,.,45.63,.,6.38,0.04,0,90.2,0.03
Lm_35,Lm,35,.,47.23,.,9.17,0.1,0,151.55,0.2
Lm_36,Lm,36,.,107.12,.,0.38,0.05,0,275.77,0.17
Lm_37,Lm,37,.,.,.,.,.,.,.,.
Lm_38,Lm,38,.,87.31,.,0.19,0.04,0.01,227.13,0.07
Lm_39,Lm,39,.,89.05,.,0.24,0.06,0,223.7,0.14
Lm_40,Lm,40,.,145.86,.,0.54,0.06,0.01,305.58,0.56
Lm_41,Lm,41,.,87.59,.,0.29,0.04,0.1,203.13,0
Lm_42,Lm,42,.,.,.,.,.,.,.,.
Lm_43,Lm,43,.,89.18,.,0.13,0.04,0.02,230.16,0
Lm_44,Lm,44,.,67.62,.,0.27,0,0,142.48,0.09
Lm_45,Lm,45,.,172.08,.,0.52,0.15,0,366.2,0.38
Ll_1,Ll,1,.,.,.,.,.,.,.,.
Ll_2,Ll,2,.,19.48,.,0.08,0.04,0.24,54.86,0
Ll_3,Ll,3,.,22.64,.,0.11,0.02,0.17,48.67,0
Ll_4,Ll,4,.,21.98,.,0.12,0.01,0.11,42.8,0.03
Ll_5,Ll,5,.,21.74,.,0.08,0.72,0.35,50.85,0.01
Ll_6,Ll,6,.,22.57,.,0.12,0.07,0.21,54.6,0
Ll_7,Ll,7,.,8.67,.,0.06,0.02,0.15,22.47,0
Ll_8,Ll,8,.,21.8,.,0.14,0.02,0.08,37.44,0.08
Ll_9,Ll,9,.,20.9,.,0.11,0.07,0.13,65.98,0.01
Ll_10,Ll,10,.,20.33,.,0.1,0.04,0.14,48.81,0
Ll_11,Ll,11,.,20.27,.,0.09,0.01,0.09,45.39,0.05
Ll_12,Ll,12,.,31.37,.,0.1,0.89,0.45,56.02,0.04
Ll_13,Ll,13,.,20.26,.,0.09,0.27,0.17,50.82,0
Ll_14,Ll,14,.,18.05,.,0.1,0.01,0.08,29.97,0
Ll_15,Ll,15,.,23.37,.,0.14,0.01,0.09,42.86,0.08
Ll_16,Ll,16,.,16.75,.,0.06,0.3,0.05,59.6,0.03
Ll_17,Ll,17,.,19.74,.,0.11,0.15,0.29,45.84,0.01
Ll_18,Ll,18,.,24.26,.,0.16,0.01,0.09,43.08,0.05
Ll_19,Ll,19,.,15.7,.,0.06,0.92,0.29,47.8,0.02
Ll_20,Ll,20,.,21.53,.,0.15,0.3,0.44,44.37,0.01
Ll_21,Ll,21,.,22.32,.,0.13,0.01,0.08,51.67,0.01
Ll_22,Ll,22,.,15.98,.,0.08,0.01,0.16,44.73,0.06
Ll_23,Ll,23,.,19.89,.,0.08,0.14,0.14,58.59,0.01
Ll_24,Ll,24,.,19.77,.,0.11,0.02,0.26,65.29,0.01
Ll_25,Ll,25,.,17.39,.,0.09,0.02,0.12,51.14,0.02
Ll_26,Ll,26,.,80.04,.,0.11,4.29,0,207.14,0
Ll_27,Ll,27,.,17.14,.,0.11,0.01,0.23,59.57,0
Ll_28,Ll,28,.,32.18,.,0.12,0.01,0.13,59.35,0
Ll_29,Ll,29,.,21.96,.,0.19,0.03,0.18,61.61,0.06
Ll_30,Ll,30,.,21.94,.,0.1,0.07,0.17,71.26,0.02
Ll_31,Ll,31,.,21.11,.,0.14,0.03,0.22,58.74,0.01
Ll_32,Ll,32,.,23.92,.,0.17,0.02,0.18,57.36,0.06
Ll_33,Ll,33,.,12.85,.,0.05,0.45,0.17,42.46,0.01
Ll_34,Ll,34,.,23.38,.,0.13,0.17,0.24,56.18,0
Ll_35,Ll,35,.,19.75,.,0.1,0.02,0.13,62.41,0
Ll_36,Ll,36,.,18.4,.,0.09,0.01,0.12,49.17,0.11
Ll_37,Ll,37,.,20.85,.,0.09,0.08,0.14,66.65,0.03
Ll_38,Ll,38,.,23.66,.,0.12,0.24,0.2,54.19,0.01
Ll_39,Ll,39,.,22.37,.,0.11,0.03,0.1,49.01,0.05
Ll_40,Ll,40,.,26.73,.,0.25,0.69,0.11,54.64,0.07
Ll_41,Ll,41,.,27.22,.,0.09,0.38,0.11,59.32,0.01
Ll_42,Ll,42,.,19.89,.,0.12,0.04,0.13,50.36,0.01
Ll_43,Ll,43,.,22.51,.,0.14,0.03,0.3,54.93,0
Ll_44,Ll,44,.,20.88,.,0.11,0.04,0.2,71.29,0
Ll_45,Ll,45,.,27.52,.,0.09,0.06,0.28,66.76,0
Ll_46,Ll,46,.,21.02,.,0.15,0.05,0.13,46.94,0.01
Ll_47,Ll,47,.,28.61,.,0.09,0.99,0.62,65.66,0
Ll_48,Ll,48,.,23.69,.,0.11,0.02,0.34,57.15,0
Ll_49,Ll,49,.,16.54,.,0.13,0.03,0.28,58.24,0
Ll_50,Ll,50,.,4.95,.,0.02,0.13,0.01,45.13,0
Ll_51,Ll,51,.,12.59,.,0.06,0.28,0.13,54.2,0
Ll_52,Ll,52,.,5.81,.,0.03,0,0.02,29.25,0.01
Ll_53,Ll,53,.,3.28,.,0.04,0.01,0.04,30.83,0.02
Ll_54,Ll,54,.,14.51,.,0.06,0.63,0.41,45.93,0
Ll_55,Ll,55,.,5.91,.,0.04,0.03,0.05,37.02,0.01
Ll_56,Ll,56,.,8.12,.,0.05,0.01,0.05,36.35,0.02
Ll_57,Ll,57,.,12.63,.,0.09,0.05,0.29,39.09,0.09
Ll_58,Ll,58,.,17.37,.,0.09,0.1,0.19,67.67,0.03
Ll_59,Ll,59,.,14.06,.,0.05,0.03,0.19,50.58,0.02
Ll_60,Ll,60,.,12.29,.,0.1,0.03,0.28,38.54,0.05
Ll_61,Ll,61,.,27.73,.,0.1,1.73,0.66,60.01,0.06
Ll_62,Ll,62,.,11.18,.,0.09,0.08,0.3,38.1,0.02
Ll_63,Ll,63,.,6.39,.,0.03,0.03,0.33,24.21,0
Ll_64,Ll,64,0.7898,20.673,0,0.0039,0,0,87.07,
Ll_65,Ll,65,0.8533,24.765,0,0.4147,0.8447,0.9152,90.15,
Ll_66,Ll,66,0.8211,0.2295,0,0,0.4786,82.01,0,
Ll_67,Ll,67,0.8252,24.975,0,0.3905,0.5703,0.6499,66.96,
Ll_68,Ll,68,1.0809,23.859,0.3487,0,4.291,0.8356,69.98,
Ll_69,Ll,69,0.841,20.181,0,0.235,0.1522,0.4586,67.67,
Ll_70,Ll,70,0.8187,24.811,0,0.2791,0.1259,0.3132,71.25,
Ll_71,Ll,71,.,.,.,.,.,.,.,
Ll_72,Ll,72,1.3227,20.136,0,0,0.1553,0.8642,66.5749,
Ll_73,Ll,73,.,.,.,.,.,.,.,
Ll_74,Ll,74,1.3175,26.783,0,0,0,0.8488,71.0756,
Ll_75,Ll,75,1.6434,14.062,0,0,1.0968,0.8041,41.4189,
Ll_76,Ll,76,.,.,.,.,.,.,.,
Ll_77,Ll,77,1.4062,21.516,0,0.0441,0,0,80.4574,
Ll_78,Ll,78,0.28,21.48,0,0.05,0.05,0,92.12,
Ll_79,Ll,79,0.56,17.44,0,0.48,1.48,0.83,68.1,
Ll_80,Ll,80,0.34,19.64,0,0.07,0.06,0.29,77.37,
Ll_81,Ll,81,0.59,24.28,0,0.3,0.13,0.25,68.23,
Ll_82,Ll,82,0.44,17.61,0,0,3.49,0.44,52.98,
Ll_83,Ll,83,0.56,27.96,0,0.5,1.22,1,71.11,
Ll_84,Ll,84,0.52,25.11,0,1.83,0,0.85,79.69,
Ll_85,Ll,85,0.8198,17.952,0,0.925,1.4494,0.5217,72.3721,
Ll_86,Ll,86,0.8528,24.303,0.3026,0.9179,1.5943,0.9087,89.7886,
Ll_87,Ll,87,0.8231,18.117,0,0.9706,1.4649,0.9147,67.6816,
Ll_88,Ll,88,0.7665,19.307,0,0.8539,1.3425,0.6599,54.5645,
Ll_89,Ll,89,0.8141,32.803,0.3705,0.9142,7.5057,2.2012,84.0968,
Ll_90,Ll,90,0.7634,29.719,0,0.9079,1.3645,0.9105,70.2357,
Ll_91,Ll,91,0.7173,26.551,0,0.9242,1.3611,0.4182,88.2086,
